state_code,district_code,level_name,statename,districtname,date,value,variable,graph_title
9,173,district,Uttar Pradesh,Pratapgarh,2015-01-01,1.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,174,district,Uttar Pradesh,Kaushambi,2015-01-01,3.10,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,175,district,Uttar Pradesh,Allahabad,2015-01-01,4.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,176,district,Uttar Pradesh,Bara Banki,2015-01-01,3.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,177,district,Uttar Pradesh,Faizabad,2015-01-01,4.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,178,district,Uttar Pradesh,Ambedkar Nagar,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,179,district,Uttar Pradesh,Sultanpur,2015-01-01,4.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,180,district,Uttar Pradesh,Bahraich,2015-01-01,17.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,181,district,Uttar Pradesh,Shrawasti,2015-01-01,20.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,182,district,Uttar Pradesh,Balrampur,2015-01-01,7.80,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,183,district,Uttar Pradesh,Gonda,2015-01-01,10.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,192,district,Uttar Pradesh,Mau,2015-01-01,1.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,184,district,Uttar Pradesh,Siddharthnagar,2015-01-01,2.40,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,185,district,Uttar Pradesh,Basti,2015-01-01,1.70,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,186,district,Uttar Pradesh,Sant Kabir Nagar,2015-01-01,4.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,187,district,Uttar Pradesh,Mahrajganj,2015-01-01,4.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,188,district,Uttar Pradesh,Gorakhpur,2015-01-01,2.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,189,district,Uttar Pradesh,Kushinagar,2015-01-01,2.60,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,190,district,Uttar Pradesh,Deoria,2015-01-01,3.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,191,district,Uttar Pradesh,Azamgarh,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,194,district,Uttar Pradesh,Jaunpur,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,195,district,Uttar Pradesh,Ghazipur,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,196,district,Uttar Pradesh,Chandauli,2015-01-01,5.80,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,197,district,Uttar Pradesh,Varanasi,2015-01-01,4.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,198,district,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),2015-01-01,5.70,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,199,district,Uttar Pradesh,Mirzapur,2015-01-01,4.40,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,200,district,Uttar Pradesh,Sonbhadra,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,201,district,Uttar Pradesh,Etah,2015-01-01,3.80,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,193,district,Uttar Pradesh,Ballia,2015-01-01,9.40,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
9,202,district,Uttar Pradesh,Kanshiram Nagar,2015-01-01,2.70,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,203,district,Bihar,Pashchim Champaran,2015-01-01,4.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,204,district,Bihar,Purba Champaran,2015-01-01,6.70,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,205,district,Bihar,Sheohar,2015-01-01,2.10,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,206,district,Bihar,Sitamarhi,2015-01-01,9.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,207,district,Bihar,Madhubani,2015-01-01,5.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,208,district,Bihar,Supaul,2015-01-01,2.40,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,209,district,Bihar,Araria,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,210,district,Bihar,Kishanganj,2015-01-01,5.10,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,211,district,Bihar,Purnia,2015-01-01,2.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,212,district,Bihar,Katihar,2015-01-01,2.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,213,district,Bihar,Madhepura,2015-01-01,3.80,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,214,district,Bihar,Saharsa,2015-01-01,2.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,215,district,Bihar,Darbhanga,2015-01-01,4.40,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,216,district,Bihar,Muzaffarpur,2015-01-01,5.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,217,district,Bihar,Gopalganj,2015-01-01,5.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,218,district,Bihar,Siwan,2015-01-01,2.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,219,district,Bihar,Saran,2015-01-01,8.70,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,220,district,Bihar,Vaishali,2015-01-01,1.60,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,221,district,Bihar,Samastipur,2015-01-01,8.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,222,district,Bihar,Begusarai,2015-01-01,1.60,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,223,district,Bihar,Khagaria,2015-01-01,4.80,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,224,district,Bihar,Bhagalpur,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,225,district,Bihar,Banka,2015-01-01,1.70,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,226,district,Bihar,Munger,2015-01-01,5.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,227,district,Bihar,Lakhisarai,2015-01-01,6.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,228,district,Bihar,Sheikhpura,2015-01-01,2.60,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,229,district,Bihar,Nalanda,2015-01-01,6.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,230,district,Bihar,Patna,2015-01-01,4.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,231,district,Bihar,Bhojpur,2015-01-01,3.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,232,district,Bihar,Buxar,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,233,district,Bihar,Kaimur (Bhabua),2015-01-01,6.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,234,district,Bihar,Rohtas,2015-01-01,8.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,235,district,Bihar,Aurangabad,2015-01-01,2.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,236,district,Bihar,Gaya,2015-01-01,1.60,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,237,district,Bihar,Nawada,2015-01-01,2.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,238,district,Bihar,Jamui,2015-01-01,9.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,239,district,Bihar,Jehanabad,2015-01-01,1.80,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
10,240,district,Bihar,Arwal,2015-01-01,1.40,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
11,241,district,Sikkim,North  District,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
11,242,district,Sikkim,West District,2015-01-01,4.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
11,243,district,Sikkim,South District,2015-01-01,3.60,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
11,244,district,Sikkim,East District,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
12,245,district,Arunachal Pradesh,Tawang,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
12,248,district,Arunachal Pradesh,Papum Pare,2015-01-01,5.60,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
12,250,district,Arunachal Pradesh,West Siang,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
12,253,district,Arunachal Pradesh,Changlang,2015-01-01,10.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
12,254,district,Arunachal Pradesh,Tirap,2015-01-01,4.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
12,256,district,Arunachal Pradesh,Kurung Kumey,2015-01-01,8.60,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
12,258,district,Arunachal Pradesh,Lower Dibang Valley,2015-01-01,9.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
13,267,district,Nagaland,Tuensang,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
13,268,district,Nagaland,Longleng,2015-01-01,8.70,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
13,270,district,Nagaland,Kohima,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
14,272,district,Manipur,Senapati,2015-01-01,4.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
14,273,district,Manipur,Tamenglong,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
14,275,district,Manipur,Bishnupur,2015-01-01,1.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
14,276,district,Manipur,Thoubal,2015-01-01,1.40,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
14,277,district,Manipur,Imphal West,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
14,278,district,Manipur,Imphal East,2015-01-01,2.60,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
14,280,district,Manipur,Chandel,2015-01-01,3.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
15,281,district,Mizoram,Mamit,2015-01-01,3.80,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
15,282,district,Mizoram,Kolasib,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
15,284,district,Mizoram,Champhai,2015-01-01,4.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
15,285,district,Mizoram,Serchhip,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
15,286,district,Mizoram,Lunglei,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
15,288,district,Mizoram,Saiha,2015-01-01,2.80,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
16,289,district,Tripura,West Tripura,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
16,290,district,Tripura,South Tripura,2015-01-01,3.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
16,291,district,Tripura,Dhalai,2015-01-01,3.40,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
16,292,district,Tripura,North Tripura,2015-01-01,6.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
17,296,district,Meghalaya,West Khasi Hills,2015-01-01,6.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
17,298,district,Meghalaya,East Khasi Hills,2015-01-01,3.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
17,299,district,Meghalaya,Jaintia Hills,2015-01-01,3.80,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,300,district,Assam,Kokrajhar,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,302,district,Assam,Goalpara,2015-01-01,3.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,311,district,Assam,Sivasagar,2015-01-01,4.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,303,district,Assam,Barpeta,2015-01-01,3.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,304,district,Assam,Morigaon,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,305,district,Assam,Nagaon,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,306,district,Assam,Sonitpur,2015-01-01,2.60,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,307,district,Assam,Lakhimpur,2015-01-01,3.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,308,district,Assam,Dhemaji,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,309,district,Assam,Tinsukia,2015-01-01,3.80,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,310,district,Assam,Dibrugarh,2015-01-01,7.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,312,district,Assam,Jorhat,2015-01-01,2.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,313,district,Assam,Golaghat,2015-01-01,2.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,314,district,Assam,Karbi Anglong,2015-01-01,11.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,315,district,Assam,Dima Hasao,2015-01-01,4.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,316,district,Assam,Cachar,2015-01-01,2.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,317,district,Assam,Karimganj,2015-01-01,4.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,318,district,Assam,Hailakandi,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,320,district,Assam,Chirang,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,322,district,Assam,Kamrup Metropolitan,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,323,district,Assam,Nalbari,2015-01-01,5.60,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,324,district,Assam,Baksa,2015-01-01,7.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,325,district,Assam,Darrang,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
18,326,district,Assam,Udalguri,2015-01-01,3.40,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
19,327,district,West Bengal,Darjiling,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
19,328,district,West Bengal,Jalpaiguri,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
19,329,district,West Bengal,Koch Bihar,2015-01-01,3.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
19,330,district,West Bengal,Uttar Dinajpur,2015-01-01,12.10,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
19,334,district,West Bengal,Birbhum,2015-01-01,3.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
19,335,district,West Bengal,Barddhaman,2015-01-01,3.80,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
19,336,district,West Bengal,Nadia,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
19,337,district,West Bengal,North Twenty Four Parganas,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
19,338,district,West Bengal,Hugli,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
19,339,district,West Bengal,Bankura,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
19,331,district,West Bengal,Dakshin Dinajpur,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
19,332,district,West Bengal,Maldah,2015-01-01,3.70,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
19,333,district,West Bengal,Murshidabad,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
19,340,district,West Bengal,Puruliya,2015-01-01,1.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
19,341,district,West Bengal,Haora,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
19,342,district,West Bengal,Kolkata,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
19,343,district,West Bengal,South Twenty Four Parganas,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
19,344,district,West Bengal,Paschim Medinipur,2015-01-01,3.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
19,345,district,West Bengal,Purba Medinipur,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,346,district,Jharkhand,Garhwa,2015-01-01,7.70,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,347,district,Jharkhand,Chatra,2015-01-01,2.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,348,district,Jharkhand,Kodarma,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,357,district,Jharkhand,Purbi Singhbhum,2015-01-01,1.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,349,district,Jharkhand,Giridih,2015-01-01,2.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,350,district,Jharkhand,Deoghar,2015-01-01,2.60,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,351,district,Jharkhand,Godda,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,352,district,Jharkhand,Sahibganj,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,353,district,Jharkhand,Pakur,2015-01-01,3.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,354,district,Jharkhand,Dhanbad,2015-01-01,2.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,355,district,Jharkhand,Bokaro,2015-01-01,6.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,356,district,Jharkhand,Lohardaga,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,358,district,Jharkhand,Palamu,2015-01-01,3.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
